fecha,codigo_indicador,indicador,formato,sistema_financiero,banca_publica,banca_privada,banca_nacional,banca_extranjera,companias_financieras
2023-12,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,27.59,,,,,
2023-12,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,107.57,,,,,
2023-12,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,65.76,,,,,
2023-12,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,48.52,,,,,
2023-12,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.42,,,,,
2023-12,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.42,,,,,
2023-12,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,30.8,,,,,
2023-12,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.13,,,,,
2023-12,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.51,,,,,
2023-12,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.37,,,,,
2023-12,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,8.41,,,,,
2023-12,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,34.03,,,,,
2023-12,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,32.17,,,,,
2023-12,800010500090,L9 - Liquidez con leliq y pases (%),P,64.8,,,,,
2024-01,800010100010,C1 - Apalancamiento (en veces),N,2.96,,,,,
2024-01,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,-0.1,,,,,
2024-01,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.35,,,,,
2024-01,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.21,,,,,
2024-01,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.3,,,,,
2024-01,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,58.67,,,,,
2024-01,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,41.53,,,,,
2024-01,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,140.02,,,,,
2024-01,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.73,,,,,
2024-01,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.7,,,,,
2024-01,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,36.08,,,,,
2024-01,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.69,,,,,
2024-01,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,15.62,,,,,
2024-01,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,9.68,,,,,
2024-01,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,300.89,,,,,
2024-01,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,686.98,,,,,
2024-01,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,213.49,,,,,
2024-01,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,23.84,,,,,
2024-01,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,111.69,,,,,
2024-01,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,68.74,,,,,
2024-01,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,49.6,,,,,
2024-01,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.44,,,,,
2024-01,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.79,,,,,
2024-01,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,32.3,,,,,
2024-01,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.12,,,,,
2024-01,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.5,,,,,
2024-01,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.46,,,,,
2024-01,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,7.49,,,,,
2024-01,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,31.82,,,,,
2024-01,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,31.71,,,,,
2024-01,800010500090,L9 - Liquidez con leliq y pases (%),P,72.25,,,,,
2024-02,800010100010,C1 - Apalancamiento (en veces),N,2.72,,,,,
2024-02,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,-0.06,,,,,
2024-02,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.33,,,,,
2024-02,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.9,,,,,
2024-02,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.8,,,,,
2024-02,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.63,,,,,
2024-02,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,42.58,,,,,
2024-02,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,170.29,,,,,
2024-02,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.57,,,,,
2024-02,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,1.22,,,,,
2024-02,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,70.4,,,,,
2024-02,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.18,,,,,
2024-02,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,13.71,,,,,
2024-02,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,10.46,,,,,
2024-02,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,318.06,,,,,
2024-02,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,718.44,,,,,
2024-02,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,228.01,,,,,
2024-02,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,25.49,,,,,
2024-02,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,117.56,,,,,
2024-02,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,72.23,,,,,
2024-02,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,50.79,,,,,
2024-02,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.64,,,,,
2024-02,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.26,,,,,
2024-02,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,34.46,,,,,
2024-02,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.14,,,,,
2024-02,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.47,,,,,
2024-02,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.63,,,,,
2024-02,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,8.02,,,,,
2024-02,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,31.53,,,,,
2024-02,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,31.43,,,,,
2024-02,800010500090,L9 - Liquidez con leliq y pases (%),P,66.53,,,,,
2024-03,800010100010,C1 - Apalancamiento (en veces),N,2.58,,,,,
2024-03,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,-0.01,,,,,
2024-03,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.39,,,,,
2024-03,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.85,,,,,
2024-03,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.76,,,,,
2024-03,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,58.23,,,,,
2024-03,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,41.96,,,,,
2024-03,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,177.95,,,,,
2024-03,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.61,,,,,
2024-03,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,1.15,,,,,
2024-03,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,77.05,,,,,
2024-03,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.17,,,,,
2024-03,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,12.06,,,,,
2024-03,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,10.74,,,,,
2024-03,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,341.94,,,,,
2024-03,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,775.53,,,,,
2024-03,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,251.06,,,,,
2024-03,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,29.19,,,,,
2024-03,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,124.28,,,,,
2024-03,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,74.98,,,,,
2024-03,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,51.62,,,,,
2024-03,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.56,,,,,
2024-03,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.21,,,,,
2024-03,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,36.89,,,,,
2024-03,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.18,,,,,
2024-03,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.41,,,,,
2024-03,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.73,,,,,
2024-03,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,9.35,,,,,
2024-03,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,30.54,,,,,
2024-03,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,30.47,,,,,
2024-03,800010500090,L9 - Liquidez con leliq y pases (%),P,59.52,,,,,
2024-04,800010100010,C1 - Apalancamiento (en veces),N,2.49,,,,,
2024-04,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,0.13,,,,,
2024-04,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.1,,,,,
2024-04,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.85,,,,,
2024-04,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.76,,,,,
2024-04,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,58.23,,,,,
2024-04,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,41.96,,,,,
2024-04,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,168.9,,,,,
2024-04,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.61,,,,,
2024-04,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,1.15,,,,,
2024-04,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,67.6,,,,,
2024-04,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.17,,,,,
2024-04,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,12.56,,,,,
2024-04,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,10.93,,,,,
2024-04,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,357.04,,,,,
2024-04,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,828.13,,,,,
2024-04,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,276.28,,,,,
2024-04,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,31.09,,,,,
2024-04,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,127.44,,,,,
2024-04,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,77.25,,,,,
2024-04,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,51.78,,,,,
2024-04,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.31,,,,,
2024-04,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.84,,,,,
2024-04,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,38.61,,,,,
2024-04,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.17,,,,,
2024-04,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.41,,,,,
2024-04,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.85,,,,,
2024-04,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,10.28,,,,,
2024-04,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,31.41,,,,,
2024-04,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,31.31,,,,,
2024-04,800010500090,L9 - Liquidez con leliq y pases (%),P,60.32,,,,,
2024-05,800010100010,C1 - Apalancamiento (en veces),N,2.58,,,,,
2024-05,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,0.33,,,,,
2024-05,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.04,,,,,
2024-05,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.8,,,,,
2024-05,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.73,,,,,
2024-05,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.26,,,,,
2024-05,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,42.92,,,,,
2024-05,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,156.26,,,,,
2024-05,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.67,,,,,
2024-05,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,1.03,,,,,
2024-05,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,55.56,,,,,
2024-05,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.13,,,,,
2024-05,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,12.67,,,,,
2024-05,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,10.46,,,,,
2024-05,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,361.06,,,,,
2024-05,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,900.49,,,,,
2024-05,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,320.99,,,,,
2024-05,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,31.78,,,,,
2024-05,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,126.5,,,,,
2024-05,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,77.7,,,,,
2024-05,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,50.51,,,,,
2024-05,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.45,,,,,
2024-05,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,7.21,,,,,
2024-05,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,39.37,,,,,
2024-05,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.19,,,,,
2024-05,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.42,,,,,
2024-05,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-7.95,,,,,
2024-05,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,10.81,,,,,
2024-05,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,34.4,,,,,
2024-05,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,34.27,,,,,
2024-05,800010500090,L9 - Liquidez con leliq y pases (%),P,41.44,,,,,
2024-06,800010100010,C1 - Apalancamiento (en veces),N,2.54,,,,,
2024-06,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,0.36,,,,,
2024-06,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.05,,,,,
2024-06,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.73,,,,,
2024-06,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.68,,,,,
2024-06,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,58.16,,,,,
2024-06,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,42.02,,,,,
2024-06,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,154.05,,,,,
2024-06,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.73,,,,,
2024-06,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,0.92,,,,,
2024-06,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,49.86,,,,,
2024-06,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.1,,,,,
2024-06,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,12.99,,,,,
2024-06,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,10.03,,,,,
2024-06,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,362.54,,,,,
2024-06,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,956.98,,,,,
2024-06,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,369.36,,,,,
2024-06,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,29.65,,,,,
2024-06,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,124.04,,,,,
2024-06,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,76.82,,,,,
2024-06,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,48.15,,,,,
2024-06,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.21,,,,,
2024-06,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.94,,,,,
2024-06,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,39.77,,,,,
2024-06,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.21,,,,,
2024-06,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.36,,,,,
2024-06,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-8.0,,,,,
2024-06,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,10.5,,,,,
2024-06,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,34.95,,,,,
2024-06,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,34.84,,,,,
2024-06,800010500090,L9 - Liquidez con leliq y pases (%),P,37.57,,,,,
2024-07,800010100010,C1 - Apalancamiento (en veces),N,2.44,,,,,
2024-07,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,0.2,,,,,
2024-07,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.1,,,,,
2024-07,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.65,,,,,
2024-07,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.6,,,,,
2024-07,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.52,,,,,
2024-07,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,42.61,,,,,
2024-07,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,156.0,,,,,
2024-07,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.64,,,,,
2024-07,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,0.83,,,,,
2024-07,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,48.76,,,,,
2024-07,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.08,,,,,
2024-07,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,13.96,,,,,
2024-07,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,9.72,,,,,
2024-07,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,363.42,,,,,
2024-07,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,988.35,,,,,
2024-07,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,419.01,,,,,
2024-07,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,28.62,,,,,
2024-07,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,120.86,,,,,
2024-07,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,74.97,,,,,
2024-07,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,45.58,,,,,
2024-07,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.97,,,,,
2024-07,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.9,,,,,
2024-07,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,39.86,,,,,
2024-07,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.25,,,,,
2024-07,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.37,,,,,
2024-07,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-8.02,,,,,
2024-07,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.9,,,,,
2024-07,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,31.03,,,,,
2024-07,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,30.9,,,,,
2024-07,800010500090,"L9 - Liquidez con LELIQ, PASES y LEFI (%)",P,31.71,,,,,
2024-08,800010100010,C1 - Apalancamiento (en veces),N,2.38,,,,,
2024-08,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,0.02,,,,,
2024-08,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.25,,,,,
2024-08,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.57,,,,,
2024-08,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.53,,,,,
2024-08,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.44,,,,,
2024-08,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,42.69,,,,,
2024-08,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,163.21,,,,,
2024-08,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.62,,,,,
2024-08,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,0.72,,,,,
2024-08,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,50.43,,,,,
2024-08,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.04,,,,,
2024-08,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,13.74,,,,,
2024-08,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,9.45,,,,,
2024-08,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,350.35,,,,,
2024-08,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,1039.41,,,,,
2024-08,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,468.78,,,,,
2024-08,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,26.54,,,,,
2024-08,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,114.26,,,,,
2024-08,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,72.68,,,,,
2024-08,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,42.56,,,,,
2024-08,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.53,,,,,
2024-08,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.59,,,,,
2024-08,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,39.05,,,,,
2024-08,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.29,,,,,
2024-08,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.4,,,,,
2024-08,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-8.1,,,,,
2024-08,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,9.87,,,,,
2024-08,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,29.98,,,,,
2024-08,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.82,,,,,
2024-08,800010500090,"L9 - Liquidez con LELIQ, PASES y LEFI (%)",P,29.9,,,,,
2024-09,800010100010,C1 - Apalancamiento (en veces),N,2.62,,,,,
2024-09,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,-0.05,,,,,
2024-09,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.39,,,,,
2024-09,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,1.54,,,,,
2024-09,800010200110,A11 - Cartera Irregular Sector Privado (%),P,1.51,,,,,
2024-09,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.92,,,,,
2024-09,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,43.19,,,,,
2024-09,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,167.97,,,,,
2024-09,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,2.59,,,,,
2024-09,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,0.68,,,,,
2024-09,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,52.51,,,,,
2024-09,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,1.01,,,,,
2024-09,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,19.04,,,,,
2024-09,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,8.45,,,,,
2024-09,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,337.94,,,,,
2024-09,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,1217.85,,,,,
2024-09,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,522.53,,,,,
2024-09,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,26.9,,,,,
2024-09,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,108.05,,,,,
2024-09,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,69.21,,,,,
2024-09,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,38.74,,,,,
2024-09,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.42,,,,,
2024-09,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,6.81,,,,,
2024-09,800010401020,RG2_II - Margen Financiero en T�rminos de Activo (%),P,37.91,,,,,
2024-09,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,-1.34,,,,,
2024-09,800010401040,RG4_II - Resultados por Servicios / Activo (%),P,1.4,,,,,
2024-09,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,-8.09,,,,,
2024-09,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,9.81,,,,,
2024-09,800010500010,"L1 - Liq con tit c/cotiz+posici�n de CALL, LELIQ y LEFIs(%)",P,45.27,,,,,
